"Provincia","Canton","SquareMetersConstruction","SquareMetersTerrain","Price"
"Alajuela","Alajuela",275,267,247000
"San José","Curridabat",335,362,325000
"San José","Montes de Oca",365,375,450000
"San José","Curridabat",450,511,6e+05
"San José","Curridabat",0,0,280000
"San José","Curridabat",300,350,310000
"San José","Curridabat",150,150,110200
"San José","Curridabat",285,345,345000
"Cartago","El Guarco",126,173,127300
"San José","Montes de Oca",900,1000,750000
"San José","Montes de Oca",120,170,160000
"San José","Montes de Oca",245,230,237000
"Cartago","La Unión",215,262,225000
"San José","Moravia",0,0,245000
"Alajuela","Alajuela",130,550,150000
"San José","Curridabat",189,204,165000
"Cartago","La Unión",130,140,121600
"San José","Tibás",103,103,102600
"Heredia","Heredia",150,130,125000
"Puntarenas","Garabito",151,199,89000
"San José","Desamparados",136,250,81700
"San José","Santa Ana",172,150,229000
"Puntarenas","Garabito",172,141,180000
"San José","Desamparados",36,64,36100
"Alajuela","Alajuela",0,0,105000
"San José","Aserrí",305,506,131100
"Alajuela","Alajuela",0,0,105000
"Heredia","Barva",230,600,174800
"San José","Desamparados",0,0,123500
"San José","San José",152,228.12,123500
"Alajuela","Alajuela",130,194,108300
"Guanacaste","Santa Cruz",70,262,85000
"San José","San José",152,228.12,123500
"Alajuela","Alajuela",130,194,108300
"San José","Moravia",0,200,NA
"San José","Moravia",130,341,142500
"Heredia","Heredia",160,147,152000
"San José","Montes de Oca",390,538,350000
"San José","Desamparados",175,168,128250
"San José","Desamparados",125,138,110200
"San José","Tibás",0,6002,NA
"San José","Curridabat",410,1300,650000
"Cartago","Oreamuno",90,175,89300
"Cartago","El Guarco",90,136,79800
"Alajuela","Alajuela",230,272,199500
"Heredia","Heredia",200,126,123500
"Alajuela","Alajuela",84,84,90000
"Alajuela","Alajuela",170,362,228000
"Alajuela","Alajuela",160,1287,304000
"San José","Escazú",0,0,430000
"San José","Santa Ana",1000,1421,1595000
"San José","Santa Ana",115,0,145000
"Cartago","Oreamuno",249,120,129200
"Heredia","San Pablo",120,140,91200
"Heredia","San Isidro",183,340,210000
"San José","Moravia",114.58,0,123500
"San José","San José",202,212,247000
"San José","Goicoechea",220,90,140000
"San José","Moravia",250,186,210000
"San José","Desamparados",205,225,171000
"San José","Moravia",250,467,4e+05
"San José","Curridabat",175,296,205000
"Heredia","Sarapiquí",120,990,41800
"Cartago","La Unión",160,213,148200
"Alajuela","San Ramón",160,284,199500
"Alajuela","San Ramón",215,365,244150
"Heredia","Belén",200,786,329000
"Heredia","Heredia",132,148,148000
"Heredia","Heredia",155,202,135000
"Cartago","Paraíso",76,180,NA
"Cartago","Cartago",130,253,146300
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"Heredia","Heredia",0,0,152000
"Heredia","Heredia",120,150,100700
"San José","San José",150,0,190000
"Alajuela","Alajuela",144,983,247000
"Heredia","Santo Domingo",170,386,290000
"Heredia","Heredia",158,170,155000
"San José","Vásquez de Coronado",0,0,142500
"San José","Curridabat",130,130,128000
"San José","Mora",145,150,125000
"San José","San José",192,2492,250000
"Heredia","Barva",890,2158,595000
"Alajuela","Alajuela",520,1444,470000
"Heredia","Heredia",244,244,170000
"San José","Santa Ana",468,938,925000
"Alajuela","Atenas",150,1632,189000
"Heredia","Santo Domingo",6935,220,256500
"Heredia","Heredia",106,111,110000
"San José","San José",300,370,320000
"San José","Desamparados",135,144,114000
"Heredia","San Rafael",120,120,114000
"Heredia","San Isidro",344,2824,377000
"Guanacaste","Carrillo",0,0,NA
"Alajuela","San Carlos",125,1595,84000
"Puntarenas","Esparza",492,1642,4e+05
"Puntarenas","Esparza",250,1658,3e+05
"Cartago","La Unión",175,215,145000
"Cartago","La Unión",175,215,145000
"Cartago","Cartago",95,1242,104500
"Cartago","La Unión",175,215,145000
"San José","Montes de Oca",0,0,820000
"Cartago","La Unión",175,215,145000
"Cartago","Oreamuno",201,198,152000
"San José","Montes de Oca",375,425,265000
"Cartago","Cartago",190,261,123500
"San José","Curridabat",230,0,240000
"San José","Escazú",335,412,350000
"San José","San José",288,0,190000
"San José","Mora",250,523,255000
"Cartago","La Unión",505,5500,765000
"Heredia","San Pablo",0,0,10830000
"Alajuela","Alajuela",0,0,NA
"Alajuela","Alajuela",0,0,NA
"San José","Vásquez de Coronado",350,2000,385000
"Guanacaste","Liberia",163,345,155737.414
"Alajuela","San Carlos",300,2339,143000
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"Puntarenas","Puntarenas",300,1014,218500
"Heredia","Heredia",330,381,280000
"Alajuela","Alajuela",180,110,66500
"San José","San José",280,420,339000
"Alajuela","Alajuela",230,185,92150
"Alajuela","Alajuela",130,170,98800
"Heredia","Heredia",111,127,119700
"Guanacaste","Liberia",98,5002,135834.8209
"Alajuela","Alajuela",600,8575,1650000
"San José","Curridabat",250,265,260000
"San José","Curridabat",147,150,165000
"Heredia","San Rafael",0,0,NA
"San José","Desamparados",164,130,104500
"San José","Escazú",300,650,350000
"San José","Escazú",400,1200,680000
"San José","Escazú",210,450,290000
"San José","Santa Ana",500,850,950000
"San José","Santa Ana",500,850,950000
"San José","Santa Ana",250,300,2300
"San José","Aserrí",126,126,117800
"Limón","Pococí",0,0,38000
"Heredia","Heredia",240,160,185000
"San José","San José",0,0,250000
"Heredia","Heredia",245,277,225000
"Cartago","Cartago",110,139,83410
"San José","Goicoechea",85,701,123500
"San José","San José",175,205,164000
"Alajuela","Alajuela",74,111,87500
"Heredia","Heredia",130,125,129200
"Heredia","Heredia",100,300,247000
"Alajuela","Alajuela",275,312,360000
"Heredia","San Rafael",1217,200,3e+05
"Heredia","Heredia",110,0,87400
"Heredia","Heredia",120,127,131100
"Heredia","Flores",280,357,250000
"Heredia","Barva",280,420,360000
"Heredia","Heredia",175,160,205000
"Heredia","Heredia",120,115,99750
"Heredia","San Pablo",125,150,123500
"Heredia","Flores",115,135,79800
"Heredia","Santo Domingo",242,190,2.5e+08
"Heredia","Heredia",183,170,198000
"Heredia","Heredia",147,160,165000
"Heredia","Heredia",90,125,113000
"Heredia","San Rafael",290,1351,286000
"Alajuela","Alajuela",144,983,247000
"Heredia","Heredia",120,150,100700
"San José","Moravia",253,353,275000
"San José","Goicoechea",210,202,152000
"San José","Moravia",110,120,82650
"Alajuela","Alajuela",140,140,89300
"San José","San José",187,200,165300
"Heredia","Barva",400,760,425000
"San José","Curridabat",150,0,156000
"Cartago","Cartago",150,154,133000
"Cartago","Paraíso",70,150,25650
"Cartago","Cartago",125,165.35,108300
"San José","Goicoechea",60,0,72200
"San José","Curridabat",0,0,210000
"San José","Curridabat",350,0,350000
"Cartago","La Unión",90,108,98800
"San José","Santa Ana",340,1755,379900
"Heredia","Heredia",160,160,127400.7
"San José","San José",220,250,180000
"Heredia","Heredia",164,197,152000
"San José","Escazú",312,602,325000
"San José","Tibás",0,0,NA
"San José","Aserrí",0,0,131100
"Alajuela","Alajuela",250,860,440000
"Alajuela","Alajuela",200,245,235000
"Heredia","San Pablo",165,184,144400
"San José","San José",400,432,285000
"Cartago","Paraíso",140,153.96,89300
"San José","Curridabat",85,25000,105000
"Cartago","La Unión",460,1600,390000
"Heredia","San Rafael",450,3000,650000
"Heredia","Flores",199,200,185000
"Heredia","San Rafael",200,640,304000
"Heredia","Heredia",0,0,NA
"Guanacaste","Santa Cruz",0,0,NA
"Guanacaste","Carrillo",236.73,750,130066.2727
"Heredia","Heredia",200,358,132050
"San José","San José",0,0,NA
"Heredia","San Pablo",0,0,161500
"Heredia","San Pablo",0,0,139650
"San José","Curridabat",281,0,220000
"Heredia","Heredia",0,0,172900
"San José","Moravia",145,156,133000
"Guanacaste","Carrillo",289,781.44,113006.6287
"Heredia","Heredia",0,0,133000
"Guanacaste","Liberia",457,80000,1500000
"Heredia","Barva",0,0,139650
"San José","Goicoechea",0,0,NA
"Heredia","Heredia",350,506,NA
"San José","Vásquez de Coronado",148,153,136800
"San José","San José",0,0,NA
"San José","San José",250,152,180500
"Cartago","La Unión",148,166,99000
"Cartago","La Unión",130,140,136000
"Heredia","Heredia",120,225,130000
"Heredia","Heredia",142,161,175000
"Heredia","Heredia",0,0,149000
"Heredia","San Rafael",0,6000,750000
"Cartago","Cartago",0,159,104500
"Heredia","Heredia",0,0,NA
"San José","Curridabat",0,0,295000
"San José","Moravia",294,0,220000
"Puntarenas","Puntarenas",0,0,NA
"Alajuela","Palmares",0,0,NA
"Alajuela","Atenas",180,496,152000
"Heredia","Heredia",215,290,240000
"San José","Tibás",0,164,95000
"San José","San José",0,0,117800
"Heredia","Santa Bárbara",94,150,112100
"Heredia","Heredia",155,125,138700
"San José","Moravia",0,0,119500
"San José","Moravia",0,0,NA
"San José","Moravia",0,0,NA
"Heredia","Heredia",150,166,136800
"San José","Pérez Zeledón",417,3501,269625.865
"Alajuela","Alajuela",196,296,235000
"Heredia","Heredia",150,164,130000
"Heredia","Heredia",130,137,121600
"Alajuela","Grecia",256,1140,180000
"San José","Pérez Zeledón",207,370,102410
"Cartago","Oreamuno",250,250,66500
"Cartago","Cartago",140,136,133000
"Alajuela","Alajuela",0,0,NA
"Heredia","Santo Domingo",210,270,350000
"San José","Pérez Zeledón",197,459,85291
"San José","Vásquez de Coronado",90,120,57000
"Cartago","Cartago",54,54,68400
"San José","Pérez Zeledón",235,5921,123163.7
"Alajuela","Alajuela",159,159,95000
"Heredia","Belén",550,500,1e+06
"San José","Pérez Zeledón",120,282,43700
"Alajuela","Alajuela",190,160,174800
"Puntarenas","Garabito",175,2000,142500
"Heredia","Heredia",185,189,195000
"San José","Desamparados",298,298,157700
"San José","Santa Ana",540,1300,8e+05
"San José","Curridabat",350,435,275000
"San José","Santa Ana",440,875,875000
"San José","Escazú",400,640,450000
"San José","Santa Ana",1200,120,1250000
"San José","Escazú",750,1500,950000
"San José","Escazú",250,450,390000
"San José","Escazú",320,850,350000
"Cartago","Cartago",103,150,70110
"San José","Escazú",160,427,89000
"Cartago","La Unión",220,140,152000
"Alajuela","Alajuela",129,1081,98353.5684
"San José","Curridabat",300,300,350000
"Cartago","El Guarco",175,180,159000
"Limón","Pococí",136,924,66500
"Heredia","Heredia",140,190,145000
"Cartago","Cartago",110,157,64600
"San José","Tibás",240,300,160000
"San José","Tibás",95,117,76000
"San José","San José",0,0,NA
"Heredia","Heredia",0,0,NA
"San José","Santa Ana",0,0,350000
"Puntarenas","Aguirre",306,627,187051.1753
"Cartago","Oreamuno",90,175,89300
"San José","Desamparados",200,242,127300
"Guanacaste","Liberia",0,5437.34,365000
"Heredia","Sarapiquí",120,967,53200
"Puntarenas","Puntarenas",682,2770,950000
"San José","San José",449,334.85,429487.6603
"Cartago","La Unión",102,154,79800
"Limón","Pococí",200,600,57000
"San José","Desamparados",120,120,110200
"Heredia","Heredia",190,273,195000
"San José","Vásquez de Coronado",120,120,119700
"Cartago","La Unión",120,148,113620
"Alajuela","Alajuela",0,0,78000
"Alajuela","San Carlos",170,226,72200
"Alajuela","Naranjo",0,350,104500
"San José","Curridabat",816,500,5e+05
"Alajuela","Orotina",230,1000,95000
"San José","Moravia",0,0,117800
"San José","Curridabat",324,333,330000
"San José","Escazú",700,400,4e+05
"San José","Escazú",200,363,363000
"San José","Montes de Oca",110,81,85500
"San José","Escazú",335,412,260000
"San José","Escazú",430,902,525000
"San José","Curridabat",110,135,128000
"Alajuela","Alajuela",200,260,152000
"San José","Moravia",235,198,230000
"Heredia","Barva",0,0,NA
"Cartago","La Unión",154,135,165000
"Cartago","Cartago",228,0,NA
"San José","Aserrí",200,204,119700
"Alajuela","Alajuela",235,155,190000
"San José","Desamparados",215,164,142500
"San José","Goicoechea",0,0,NA
"San José","Curridabat",155,187,155000
"Heredia","Santa Bárbara",180,10819,380000
"Heredia","Heredia",0,0,119999
"Heredia","San Isidro",150,2000,2e+05
"San José","Goicoechea",0,0,230000
"San José","Moravia",285,377,250000
"Heredia","Santo Domingo",254,265,265000
"Alajuela","Grecia",180,1000,152000
"San José","San José",0,0,304000
"San José","Escazú",400,850,3e+05
"Heredia","Heredia",120,160,125172
"Heredia","Heredia",120,160,122000
"San José","Escazú",400,650,250000
"Puntarenas","Puntarenas",120,120,47500
"San José","Escazú",420,850,290000
"San José","Escazú",850,900,850000
"San José","Santa Ana",290,450,320000
"San José","Santa Ana",420,1291,349000
"San José","Santa Ana",400,1500,480000
"Heredia","Heredia",80,115,133000
"San José","Mora",270,900,399000
"San José","Desamparados",111.6,120.5,46248.052
"Puntarenas","Esparza",360,768,187286.0837
"San José","Santa Ana",4099,315,550000
"Cartago","El Guarco",140,140,76000
"Guanacaste","Nicoya",93,93,117346.394
"Alajuela","San Carlos",458,280.8,170456.1725
"Guanacaste","Carrillo",222.12,239.85,284422.9776
"San José","San José",303,276,250000
"Alajuela","Alajuela",350,400,148200
"San José","Curridabat",380,420,325000
"Puntarenas","Puntarenas",100,225,30400
"Cartago","La Unión",147,147,123500
"Guanacaste","Nicoya",51,240,26172.0801
"Cartago","La Unión",166,166,152000
"San José","Curridabat",250,350,630.8
"San José","Curridabat",119,89,185000
"San José","San José",48,0,60800
"Alajuela","Alajuela",535,3500,461700
"Heredia","Santa Bárbara",140,150,116850
"Guanacaste","Santa Cruz",150,507,91200
"Heredia","Santo Domingo",190,245,250000
"Alajuela","Alajuela",192,196,89300
"Alajuela","Alajuela",150,130,136850
"Alajuela","Alajuela",134,130,125650
"Heredia","Santo Domingo",215,215,2e+05
"Alajuela","Alajuela",101,130,105900
"Alajuela","Alajuela",85,130,94900
"San José","San José",120,198,NA
"San José","Santa Ana",315,401,242000
"Alajuela","Orotina",150,629,NA
"Heredia","Flores",300,1000,450000
"Cartago","Alvarado",0,0,NA
"Guanacaste","Liberia",239,4012,61824.3888
"San José","Moravia",250,260,190000
"Heredia","Belén",276,862,368600
"San José","Curridabat",320,260,290000
"San José","Moravia",202,150,171000
"San José","Desamparados",0,0,NA
"Heredia","Barva",120,225,130000
"San José","Goicoechea",0,0,47500
"Heredia","San Rafael",254,417,255000
"Heredia","Heredia",109,111,110000
"Heredia","Flores",305,695,4e+05
"San José","Curridabat",0,0,170000
"San José","San José",400,544,365000
"Heredia","Barva",280,420,360000
"Heredia","Heredia",115,120,102600
"Heredia","San Pablo",125,150,123500
"Heredia","Heredia",175,164,175000
"Heredia","Heredia",150,160,127300
"San José","San José",0,0,NA
"Heredia","Santo Domingo",320,297,325000
"San José","Desamparados",100,72,70300
"Heredia","Heredia",0,0,190000
"Puntarenas","Esparza",220,7001,330000
"San José","Vásquez de Coronado",215,120,104500
"Heredia","San Pablo",160,760,266000
"San José","San José",450,319,320000
"San José","San José",65,65,50350
"San José","Escazú",600,3360,8e+05
"San José","Escazú",600,3750,2100000
"Alajuela","Atenas",0,157,76000
"San José","San José",0,384,250000
"Puntarenas","Garabito",650,1335,1800000
"Heredia","San Pablo",0,0,280000
"Alajuela","Atenas",360,510,585000
"Heredia","San Pablo",155,222,170000
"San José","San José",338,298,210000
"Heredia","San Isidro",300,15029,425000
"San José","Curridabat",200,270,280000
"Heredia","Santa Bárbara",0,10812,385000
"Heredia","San Rafael",275,1320,275000
"San José","Montes de Oca",300,425,323000
"San José","Santa Ana",290,450,320000
"San José","Escazú",553,1050,875000
"San José","San José",300,800,390000
"San José","San José",300,800,390000
"San José","San José",300,800,390000
"Heredia","Heredia",110,156,119700
"Heredia","Flores",190,210,210000
"San José","Alajuelita",123,123,35150
"Heredia","Heredia",160,204,151500
"San José","Goicoechea",225,255,165300
"San José","San José",185,191,142500
"Heredia","Heredia",100,70,81700
"San José","Alajuelita",168,168,142500
"San José","Montes de Oca",285,365,310000
"Guanacaste","Liberia",350,393,1e+05
"Alajuela","Naranjo",161.34,654.57,98800
"San José","Goicoechea",170,180,150000
"San José","San José",0,0,NA
"Limón","Pococí",180,330,70300
